IDNum,Number,newClusters,xs,ys,point,xVal,yVal,centerX,centerY,distNoSqrt,dist,theta,spiralX,spiralY,spiral7X,spiralGX,spiralGY,equalX,equalY,spiralSevX,spiralSevY,theta0,theta1,equalXold,equalX1,equalYold,equalY1,sunflrx1,sunflry1,sunflrxOLD,sunflryOLD,words,Recognitions,Enrollments,Engagements,status,gender,yearsteaching,equalX0,equalY0,sunflrx,sunflry
44,280,1,0.49459,0.32567,281,0,4,0.2214238,0.0021967,0.1792548,0.4233849,8.825944,-0.3497131,0.2386535,-2.3497131,-1.0997131,-1.5613465,76.22676086,-10.88489454,106.2267609,-70.88489454,42.99999927,258.72,47.73969146,38.28691635,-71.53266288,77.00722067,47.73969146,-131.5326629,47.73969146,-131.5326629,learned that it is okay to let the conversation flow naturally,1,6,1,1,1,14,7.8855738,-4.100942125,-9.1144262,-24.10094213
8,229,1,-0.03488,-0.50394,230,4,1.5,0.2214238,0.0021967,0.321866,0.5673323,11.2343755,0.1341957,-0.5512327,-1.8658043,-0.6158043,-2.3512327,77.73364465,-6.44053492,107.7336446,-66.44053492,43.49999926,260.19,77.07603729,-73.60979957,-40.35200708,46.37453404,77.07603729,-100.3520071,77.07603729,-100.3520071,increasing fellowship among local fellowship members naturally encourages us to work together,1,26,3,0,0,11,8.5850334,-2.509422598,-8.4149666,-22.5094226
30,282,1,-0.10152,-0.5116,283,1,4,0.2214238,0.0021967,0.3682797,0.6068605,11.8570576,0.4604915,-0.3952559,-1.5395085,-0.2895085,-2.1952559,78.97689725,-1.910419142,108.9768972,-61.91041914,43.99999925,261.66,87.98621233,-54.16166667,1.55770337,-69.35786807,87.98621233,-58.44229663,87.98621233,-58.44229663,it felt natural to stand in front of my peers and lead the session with pride and confidence,3,12,4,1,1,6,8.9632409,-0.812596721,-8.0367591,-20.81259672
110,296,1,-0.13503,-0.49076,297,4.5,0.5,0.2214238,0.0021967,0.3700656,0.6083302,11.879912,0.4705406,-0.3855608,-1.5294594,-0.2794594,-2.1855608,79.95479414,2.689032076,109.9547941,-57.31096792,44.49999924,263.13,77.33732189,64.27799907,44.04473456,-61.55760583,77.33732189,-15.95526544,77.33732189,-15.95526544,inspire my students to make scientific contributions on the local and global stages,2,17,5,0,0,13,9.0079850,0.925314588,-7.9920150,-19.07468541
51,227,1,-0.39881,0.25579,228,4,2.5,0.2214238,0.0021967,0.4489996,0.6700743,12.8217028,0.6483501,0.1692385,-1.3516499,-0.1016499,-1.6307615,80.66659524,7.341690056,110.6665952,-52.65830994,44.99999923,264.6,47.27903778,68.47400402,76.58128092,58.4064275,47.27903778,16.58128092,47.27903778,16.58128092,collegial conversation played a valuable role in shaping me as a teachers,2,6,2,1,1,7,8.7196195,2.639741619,-8.2803805,-17.36025838
2,300,1,-0.38807,0.35454,301,4.5,-1.5,0.2214238,0.0021967,0.4956285,0.7040089,13.3245912,0.5111532,0.4840981,-1.4888468,-0.2388468,-1.3159019,81.11249387,12.03176372,111.1124939,-47.96823628,45.49999922,266.07,4.829307326,-51.78883814,90.87176564,74.82590623,4.829307326,30.87176564,4.829307326,30.87176564,"as a science teacher, my career has been wonderfully varied",1,18,4,0,0,11,8.1106722,4.268137428,-8.8893278,-15.73186257
47,295,1,-0.49868,0.09457,296,4.5,1,0.2214238,0.0021967,0.5270823,0.7260044,13.645228,0.3429179,0.6399138,-1.6570821,-0.4070821,-1.1600862,81.29356564,16.74384023,111.2935656,-43.25615977,45.99999922,267.54,-39.76030583,-80.53276203,82.96455918,-44.48004316,-39.76030583,22.96455918,-39.76030583,22.96455918,"indoctrinating them in the scientific method, science literacy and the Socratic Method",3,1,13,0,0,13,7.2050298,5.75217748,-9.7949702,-14.24782252
56,279,1,-0.33407,-0.5263,280,-0.5,4,0.2214238,0.0021967,0.5878821,0.7667347,14.228326,-0.0697981,0.7635511,-2.0697981,-0.8197981,-1.0364489,81.21171729,21.46292093,111.2117173,-38.53707907,46.49999921,269.01,-75.47989079,36.54355118,54.33034222,-85.51940638,-75.47989079,-5.669657778,-75.47989079,-5.669657778,my focus was primarily on Life Science and Earth Science,2,30,7,0,0,12,6.0367516,7.039718033,-10.9632484,-12.96028197
65,422,2,0.06801,-0.26045,423,-4,5,0.0846223,-0.242901,0.0005839,0.0241648,0.5969353,0.0199858,0.0135833,4.0199858,1.6699858,-1.3164167,0.785274506,0.619147761,-89.21472549,-39.38085224,4.999999915,147,2.836621037,-7.931364192,-9.589242989,6.090440219,-197.163379,-69.58924299,-137.163379,-99.58924299,genuinely thankful for quality of schools that I attended,2,1,2,0,1,14,-0.943080993,-0.332563138,13.05691901,15.66743686
201,440,2,0.15159,-0.25504,441,5,5,0.0846223,-0.242901,0.004632,0.0680591,1.6460757,-0.0051186,0.0678663,3.9948814,1.6448814,-1.2621337,0.618157473,1.902072906,-89.38184253,-38.09792709,5.499999906,148.47,7.795366789,-7.543389274,-7.760944313,-8.006077582,-192.2046332,-67.76094431,-132.2046332,-97.76094431,all students deserve a quality education in their own neighborhood,2,1,4,0,0,10,0.29472493,-1.383162035,14.29472493,14.61683797
49,413,2,0.13229,-0.17092,414,-5,1.5,0.0846223,-0.242901,0.0074535,0.0863335,2.0702066,-0.0413458,0.0757892,3.9586542,1.6086542,-1.2542108,-0.632942856,2.932470518,-90.63294286,-37.06752948,5.999999898,149.94,11.5220431,7.861508133,-3.352987158,-9.066239015,-188.4779569,-63.35298716,-128.4779569,-93.35298716,worked very closely with the other two math teachers in producing geometry lessons and assessments,2,19,1,0,1,9,1.676222223,-0.436209881,15.67622222,15.56379012
311,415,2,0.10238,-0.15352,416,-5,2.5,0.0846223,-0.242901,0.0083043,0.0911279,2.1802984,-0.052167,0.0747188,3.947833,1.597833,-1.2552812,-2.543461644,3.087199843,-92.54346164,-36.91280016,6.499999889,151.41,12.69563944,10.62889964,2.796558437,7.48508466,-187.3043606,-57.20344156,-127.3043606,-87.20344156,a formative assessment mini-course taught me new strategies to more meaningfully give feedback to my students,1,29,6,0,1,14,1.557607037,1.254535897,15.55760704,17.2545359
146,437,2,-0.11134,-0.27323,438,3.5,5,0.0846223,-0.242901,0.0393211,0.1982954,4.5225007,-0.0374281,-0.1947311,3.9625719,1.6125719,-1.5247311,-4.50958197,2.159553301,-94.50958197,-37.8404467,6.999999881,152.88,10.55463266,-6.868133103,9.197811122,12.19953883,-189.4453673,-50.80218888,-129.4453673,-80.80218888,analyzing data from frequent assessments or seeking improvement in our practice,2,1,2,0,0,18,0.158839118,2.230419273,14.15883912,18.23041927
134,426,2,-0.09528,-0.34643,427,-2,5,0.0846223,-0.242901,0.0430831,0.2075646,4.7151411,0.0005712,-0.2075639,4.0005712,1.6505712,-1.5375639,-5.993543222,0.278279805,-95.99354322,-39.7217202,7.499999872,154.35,5.199531568,-13.74506697,14.06999899,-6.006091414,-194.8004684,-45.93000101,-134.8004684,-75.93000101,focus them on a project or other assessment,5,1,14,0,1,16,-1.524444204,1.917307974,12.4755558,17.91730797
14,421,2,-0.01416,-0.43816,422,-4.5,5,0.0846223,-0.242901,0.047884,0.2188242,4.9471653,0.0509041,-0.2128211,4.0509041,1.7009041,-1.5428211,-6.635467626,-2.229477378,-96.63546763,-42.22947738,7.999999864,155.82,-2.327998381,4.898665761,15.82973226,-15.23164711,-202.3279984,-44.17026774,-142.3279984,-74.17026774,found it to be a valuable tool for self-reflection and assessment,2,6,1,1,1,6,-2.584303605,0.566899353,11.4156964,16.56689935
371,416,2,0.30329,-0.16771,417,-5,3,0.0846223,-0.242901,0.0534693,0.2312342,5.2004273,0.1084244,-0.2042386,4.1084244,1.7584244,-1.5342386,-6.27500414,-4.962290101,-96.27500414,-44.9622901,8.499999855,157.29,-10.23420038,16.62522271,13.5742824,3.549925322,-210.2342004,-46.4257176,-150.2342004,-76.4257176,"besides my love of mathematics and the pleasure I take in explaining its beauty and elegance, the study of mathematics provides different students with different benefits",2,29,9,0,1,8,-2.582742066,-1.153014927,11.41725793,14.84698507
120,433,2,-0.09933,-0.3957,434,1.5,5,0.0846223,-0.242901,0.057186,0.2391359,5.360357,0.1443347,-0.1906659,4.1443347,1.7943347,-1.5206659,-4.924655532,-7.533111435,-94.92465553,-47.53311143,8.999999846,158.76,-16.40034358,-1.968333792,7.418135252,17.89205584,-216.4003436,-52.58186475,-156.4003436,-82.58186475,"my general flow for inquiry is that students must ""explore, then explain",3,20,1,0,0,17,-1.577605796,-2.551697465,12.4223942,13.44830253
180,428,2,-0.15437,-0.31797,429,-1,5,0.0846223,-0.242901,0.0627527,0.2505048,5.5886829,0.192481,-0.1603239,4.192481,1.842481,-1.4903239,-2.723870357,-9.62187769,-92.72387036,-49.62187769,9.499999838,160.23,-18.9462712,-18.99926855,-1.427868218,-0.166716532,-218.9462712,-61.42786822,-158.9462712,-91.42786822,"outside of the classroom, I have served as an advisor for a select number of students",4,1,9,0,1,13,0.035068001,-3.162083211,14.035068,12.83791679
227,432,2,-0.14241,-0.3547,433,1,5,0.0846223,-0.242901,0.0640427,0.2530665,5.6398443,0.2024775,-0.1518075,4.2024775,1.8524775,-1.4818075,0.109107913,-10.99945887,-89.89089209,-50.99945887,9.999999829,161.7,-16.78143244,-1.837836837,-10.88041936,-19.91537988,-216.7814324,-70.88041936,-156.7814324,-100.8804194,not all of these connections happened to take place outside of my engagement,1,4,1,0,0,14,1.728782959,-2.830425671,15.72878296,13.16957433
423,418,2,0.29717,-0.1042,419,-5,4,0.0846223,-0.242901,0.0644145,0.2538001,5.6544759,0.2052703,-0.1492602,4.2052703,1.8552703,-1.4792602,3.319210467,-11.53181867,-86.68078953,-51.53181867,10.49999982,163.17,-9.986278797,20.61083083,-18.47360917,-4.024133742,-209.9862788,-78.47360917,-149.9862788,-108.4736092,been inspired by colleagues to look outside of my school for additional opportunities to learn and grow,1,22,1,0,1,13,3.024670943,-1.688598734,17.02467094,14.31140127
74,436,2,0.21204,-0.46606,437,3,5,0.0846223,-0.242901,0.0660352,0.2569732,5.7176655,0.2169651,-0.1377003,4.2169651,1.8669651,-1.4677003,6.647177651,-11.17206468,-83.35282235,-51.17206468,10.99999981,164.64,0.097361228,6.367102359,-21.99978456,21.05849015,-199.9026388,-81.99978456,-139.9026388,-111.9997846,I had the drive and outside support that would help me work to be successful,8,1,3,0,0,10,3.605039875,-0.060724784,17.60503987,15.93927522
98,427,2,0.1036,-0.50472,428,-1.5,5,0.0846223,-0.242901,0.0689094,0.2625059,5.8274643,0.2357156,-0.1155314,4.2357156,1.8857156,-1.4455314,9.852602524,-9.946166271,-80.14739748,-49.94616627,11.4999998,166.11,11.1160055,-21.23413347,-20.1354022,8.838075335,-188.8839945,-80.1354022,-128.8839945,-110.1354022,provide them with many outside resources,2,1,8,0,0,11,3.357871498,1.65066623,17.3578715,17.65066623
221,429,2,-0.1263,-0.4015,430,-0.5,5,0.0846223,-0.242901,0.0696419,0.2638974,5.8550036,0.2400734,-0.1095748,4.2400734,1.8900734,-1.4395748,12.72851765,-7.936298794,-77.27148235,-47.93629879,11.9999998,167.58,20.25249237,-11.40513038,-12.87775418,-21.116889,-179.7475076,-72.87775418,-119.7475076,-102.8777542,that will help me become a stronger mentor in my own school,2,15,4,0,1,9,2.364824197,3.067182178,16.3648242,19.06718218
225,424,2,0.01412,-0.50305,425,-3,5,0.0846223,-0.242901,0.0726481,0.2695331,5.9662297,0.2561073,-0.0840068,4.2561073,1.9061073,-1.4140068,15.10917059,-5.264310422,-74.89082941,-45.26431042,12.49999979,169.05,24.94495663,20.68964318,-1.658052753,-14.03348371,-175.0550434,-61.65805275,-115.0550434,-91.65805275,both of these goals will help me to become a stronger leader in my own school,2,1,3,0,1,14,0.852279366,3.908147884,14.85227937,19.90814788
99,435,2,0.03033,-0.51155,436,2.5,5,0.0846223,-0.242901,0.07512,0.2740802,6.0556125,0.2670135,-0.0618362,4.2670135,1.9170135,-1.3918362,16.87267505,-2.076737015,-73.12732495,-42.07673701,12.99999978,170.52,23.59361874,16.68593178,10.92433773,19.9394002,-176.4063813,-49.07566227,-116.4063813,-79.07566227,"my assistant principal, who has a strong background in math and science",3,1,2,0,0,11,-0.874687108,4.029258302,13.12531289,20.0292583
27,412,2,0.35762,-0.31281,413,-5,1,0.0846223,-0.242901,0.079415,0.2818067,6.206765,0.2809843,-0.0215148,4.2809843,1.9309843,-1.3515148,17.94004299,1.46794324,-72.05995701,-38.53205676,13.49999977,171.99,16.06286291,-18.85758992,21.70217582,19.3233357,-183.9371371,-38.29782418,-123.9371371,-68.29782418,I feel that public schools help achieve a strong community and a strong self worth,2,27,6,0,0,7,-2.498920611,3.428614265,11.50107939,19.42861426
216,439,2,-0.11617,-0.44365,440,4.5,5,0.0846223,-0.242901,0.0806177,0.2839326,6.2481922,0.2837587,-0.0099336,4.2837587,1.9337587,-1.3399336,18.27183882,5.20959751,-71.72816118,-34.79040249,13.99999976,173.46,3.828648734,-21.90514254,27.73700505,-17.4403191,-196.1713513,-32.26299495,-136.1713513,-62.26299495,"science helps us to make smarter decisions about which foods we eat, materials we should recycle, and types of appliances we should buy",3,1,10,0,0,18,-3.746878435,2.227308241,10.25312157,18.22730824
34,414,2,0.33048,-0.09864,415,-5,2,0.0846223,-0.242901,0.0812573,0.2850566,6.2700688,0.2850321,-0.0037388,4.2850321,1.9350321,-1.3337388,17.86342376,8.994336649,-72.13657624,-31.00566335,14.49999975,174.93,-10.29279703,15.688562,27.11195916,-24.38993691,-210.292797,-32.88804084,-150.292797,-62.88804084,my goal for students is for them to have a solid repertoire of science content and reasoning skills,3,31,4,0,1,7,-4.427003402,0.633751434,9.572996598,16.63375143
431,419,2,0.31819,-0.07408,420,-5,4.5,0.0846223,-0.242901,0.0830544,0.2881916,6.3309847,0.2878625,0.0137701,4.2878625,1.9378625,-1.3162299,16.73951196,12.68024997,-73.26048804,-27.31975003,14.99999974,176.4,-22.79063239,26.7360157,19.50864104,13.60828661,-222.7906324,-40.49135896,-162.7906324,-70.49135896,expanding the number of students at our school that get to this high level of calculus,1,28,2,0,1,7,-4.448813581,-1.099116792,9.551186419,14.90088321
196,425,2,0.23914,-0.49348,426,-2.5,5,0.0846223,-0.242901,0.0866656,0.2943902,6.4509922,0.290255,0.0491692,4.290255,1.940255,-1.2808308,14.94855306,16.14127509,-75.05144694,-23.85872491,15.49999974,177.87,-30.33205566,-11.21051401,6.40049996,28.90197875,-230.3320557,-53.59950004,-170.3320557,-83.59950004,both within my own school and across our network,1,1,2,1,0,7,-3.824072939,-2.715965052,10.17592706,13.28403495
411,411,2,0.27811,-0.4957,412,-5,0.5,0.0846223,-0.242901,0.1013449,0.3183471,6.9094683,0.2579286,0.1865951,4.2579286,1.9079286,-1.1434049,12.55729082,19.2695212,-77.44270918,-20.7304788,15.99999973,179.34,-30.64510588,-30.8473276,-9.212897769,-8.511308957,-230.6451059,-69.21289777,-170.6451059,-99.21289777,I can advise the technology department at my school and create a strong partnership between departments,3,19,5,0,0,18,-2.653559375,-3.994824481,11.34644062,12.00517552
434,420,2,0.34969,-0.06535,421,-5,5,0.0846223,-0.242901,0.1017853,0.319038,6.9225673,0.2560167,0.1903699,4.2560167,1.9060167,-1.1396301,9.645720884,21.97635249,-80.35427912,-18.02364751,16.49999972,180.81,-23.17910951,5.531700866,-23.48890977,-32.5330645,-223.1791095,-83.48890977,-163.1791095,-113.4889098,It allowed me greater influence in my school's professional development committee,2,20,3,0,0,15,-1.104017472,-4.772959818,12.89598253,11.22704018
115,430,2,-0.1646,-0.46676,431,0,5,0.0846223,-0.242901,0.1122246,0.3349994,7.2232711,0.1975554,0.2705484,4.1975554,1.8475554,-1.0594516,6.302575725,24.19250998,-83.69742427,-15.80749002,16.99999971,182.28,-9.355562973,33.92228372,-32.68751201,2.297534971,-209.355563,-92.68751201,-149.355563,-122.687512,"I was not under the pressure of covering the full, scope of Regents curriculum with enough time for three weeks' review",1,21,1,0,1,8,0.619921816,-4.961420859,14.61992182,11.03857914
100,434,2,-0.18927,-0.44225,435,2,5,0.0846223,-0.242901,0.114757,0.338758,7.2935586,0.180065,0.2869383,4.180065,1.830065,-1.0430617,2.621397228,25.86751392,-87.37860277,-14.13248608,17.4999997,183.75,7.680388519,1.160745343,-34.14691248,34.98074714,-192.3196115,-94.14691248,-132.3196115,-124.1469125,my challenging Geometry class has improved behavior-wise in gearing up for the Regents,2,22,1,0,1,13,2.304514112,-4.548539844,16.30451411,11.45146016
148,431,2,0.47048,-0.11363,432,0.5,5,0.0846223,-0.242901,0.1655972,0.4069363,8.5353632,-0.2563156,0.3160688,3.7436844,1.3936844,-1.0139312,-1.302790525,26.96855089,-91.30279053,-13.03144911,17.99999969,185.22,23.7713932,-35.67743614,-27.03554818,4.808383345,-176.2286068,-87.03554818,-116.2286068,-117.0355482,the supplemental trigonometry workshop that we put together for students who still want to take the Regents,1,30,2,0,1,16,3.7528667,-3.593882516,17.7528667,12.40611748
421,417,2,0.40563,0.01926,418,-5,3.5,0.0846223,-0.242901,0.1717743,0.4144567,8.6686372,-0.3015128,0.2843666,3.6984872,1.3484872,-1.0456334,-5.376227273,27.47901345,-95.37622727,-12.52098655,18.49999968,186.69,34.76241707,-8.606658235,-12.67179385,-35.98507238,-165.2375829,-72.67179385,-105.2375829,-102.6717939,90% of my students passed the Integrated Algebra Regents,3,24,2,0,1,12,4.805629478,-2.214932351,18.80562948,13.78506765
149,423,2,0.32243,0.33382,424,-3.5,5,0.0846223,-0.242901,0.3891596,0.6238266,12.1196362,0.5626059,-0.2695073,4.5626059,2.2126059,-1.5995073,-9.508620463,27.39682713,-99.50862046,-12.60317287,18.99999968,188.16,37.57077734,35.88059975,5.69532179,-12.51329539,-162.4292227,-54.30467821,-102.4292227,-84.30467821,were great resources for activities to develop and assess my students,2,1,4,0,1,15,5.355006149,-0.569130167,19.35500615,15.43086983
436,410,2,-0.22083,0.35056,411,-5,0,0.0846223,-0.242901,0.445497,0.6674556,12.7824721,0.6519311,0.1431181,4.6519311,2.3019311,-1.1868819,-13.61485751,26.73267018,-103.6148575,-13.26732982,19.49999967,189.63,31.03679168,16.48293326,23.6160446,35.34562082,-168.9632083,-36.3839554,-108.9632083,-66.3839554,"as well as the best ways of assessing these topics in order to build student confidence, stamina, and overall understanding",5,34,4,0,0,9,5.351650842,1.166118891,19.35165084,17.16611889
219,438,2,-0.42924,0.39769,439,4,5,0.0846223,-0.242901,0.6744112,0.8212254,14.9877397,-0.6172809,0.5416415,3.3827191,1.0327191,-0.7883585,-17.61628233,25.50816726,-107.6162823,-14.49183274,19.99999966,191.1,16.32329493,-34.36678109,36.51780446,20.46764172,-183.6767051,-23.48219554,-123.6767051,-53.48219554,"by observing, listening and assessing my students",2,1,10,0,1,14,4.804818747,2.813132918,18.80481875,18.81313292
104,444,3,0.46965,0.23166,445,5.5,3.5,0.3863704,0.2248236,0.0069822,0.0835597,2.0062916,-0.0352505,0.0757604,5.9647495,2.5647495,1.8057604,0.785274506,0.619147761,110.7852745,-7.380852239,4.999999915,147,2.836621037,-7.931364192,-9.589242989,6.090440219,172.836621,-67.58924299,152.836621,-67.58924299,this was the first time that I had stepped up to a leadership role in my school,1,1,8,0,1,18,-0.943080993,-0.332563138,-2.943080993,17.66743686
158,457,3,0.3697,0.12279,458,5.5,-3,0.3863704,0.2248236,0.0106888,0.1033864,2.459601,-0.0802608,0.0651687,5.9197392,2.5197392,1.7951687,0.618157473,1.902072906,110.6181575,-6.097927094,5.499999906,148.47,7.795366789,-7.543389274,-7.760944313,-8.006077582,177.7953668,-65.76094431,157.7953668,-65.76094431,I was given opportunities to hone leadership skills,3,1,6,0,1,15,0.29472493,-1.383162035,-1.70527507,16.61683797
92,448,3,0.49616,0.15879,449,5.5,1.5,0.3863704,0.2248236,0.0164142,0.1281179,3.0137664,-0.1270726,0.0163323,5.8729274,2.4729274,1.7463323,-0.632942856,2.932470518,109.3670571,-5.067529482,5.999999898,149.94,11.5220431,7.861508133,-3.352987158,-9.066239015,181.5220431,-61.35298716,161.5220431,-61.35298716,it helped us develop leadership skills,2,17,1,1,0,12,1.676222223,-0.436209881,-0.323777777,17.56379012
241,443,3,0.5054,0.16979,444,5.5,4,0.3863704,0.2248236,0.0171967,0.1311364,3.0805687,-0.1308923,0.0079975,5.8691077,2.4691077,1.7379975,-2.543461644,3.087199843,107.4565384,-4.912800157,6.499999889,151.41,12.69563944,10.62889964,2.796558437,7.48508466,182.6956394,-55.20344156,162.6956394,-55.20344156,"an ability to engage and motivate students, leadership and",2,1,2,0,1,9,1.557607037,1.254535897,-0.442392963,19.2545359
